facet_id,facet_name,row_kind,source_ref,source_construct,domain,subdomain,facet_type,value_polarity,text_observability,applicability_scope,score_scale,score_anchors_json,definition,embedding_text,difficulty,domain_confidence,needs_review,version
K0251,Abasement,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Abasement'."", ""-1"": ""Mild lack of 'Abasement'."", ""0"": ""'Abasement' not expressed / neutral."", ""1"": ""Moderate 'Abasement'."", ""2"": ""Strong, exemplary 'Abasement'.""}",Degree to which the turn exhibits 'Abasement' (personality trait).,Abasement | personality trait | Degree to which the turn exhibits 'Abasement' (personality trait).,easy,medium,False,2026.06.0
K0252,Chronic pain presence,facet,,,clinical_health,clinical_health,qualitative_trait,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Chronic pain presence'."", ""-1"": ""Mild lack of 'Chronic pain presence'."", ""0"": ""'Chronic pain presence' not expressed / neutral."", ""1"": ""Moderate 'Chronic pain presence'."", ""2"": ""Strong, exemplary 'Chronic pain presence'.""}",Degree to which the turn exhibits 'Chronic pain presence' (clinical health).,Chronic pain presence | clinical health | Degree to which the turn exhibits 'Chronic pain presence' (clinical health).,hard,medium,True,2026.06.0
K0253,Discernment practice hours / week,facet,520,,lifestyle_behavior,lifestyle_behavior,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Discernment practice hours / week' never indicated."", ""-1"": ""Rare / minimal indication of 'Discernment practice hours / week'."", ""0"": ""Unstated or moderate level of 'Discernment practice hours / week'."", ""1"": ""Frequent / clear indication of 'Discernment practice hours / week'."", ""2"": ""Very high / extreme 'Discernment practice hours / week'.""}",Degree to which the turn reveals the frequency/amount of 'Discernment practice hours / week' (lifestyle behavior).,Discernment practice hours / week | lifestyle behavior | Degree to which the turn reveals the frequency/amount of 'Discernment practice hours / week' (lifestyle behavior).,hard,medium,True,2026.06.0
K0254,Initiative,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Initiative'."", ""-1"": ""Mild lack of 'Initiative'."", ""0"": ""'Initiative' not expressed / neutral."", ""1"": ""Moderate 'Initiative'."", ""2"": ""Strong, exemplary 'Initiative'.""}",Degree to which the turn exhibits 'Initiative' (personality trait).,Initiative | personality trait | Degree to which the turn exhibits 'Initiative' (personality trait).,easy,medium,False,2026.06.0
K0255,Courageousness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Courageousness'."", ""-1"": ""Mild lack of 'Courageousness'."", ""0"": ""'Courageousness' not expressed / neutral."", ""1"": ""Moderate 'Courageousness'."", ""2"": ""Strong, exemplary 'Courageousness'.""}",Degree to which the turn exhibits 'Courageousness' (personality trait).,Courageousness | personality trait | Degree to which the turn exhibits 'Courageousness' (personality trait).,easy,medium,False,2026.06.0
K0256,Joyfulness,facet,,,emotion_affect,emotion_affect,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Joyfulness'."", ""-1"": ""Mild lack of 'Joyfulness'."", ""0"": ""'Joyfulness' not expressed / neutral."", ""1"": ""Moderate 'Joyfulness'."", ""2"": ""Strong, exemplary 'Joyfulness'.""}",Degree to which the turn exhibits 'Joyfulness' (emotion affect).,Joyfulness | emotion affect | Degree to which the turn exhibits 'Joyfulness' (emotion affect).,easy,medium,False,2026.06.0
K0257,Suspicion,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Suspicion'."", ""-1"": ""Mild lack of 'Suspicion'."", ""0"": ""'Suspicion' not expressed / neutral."", ""1"": ""Moderate 'Suspicion'."", ""2"": ""Strong, exemplary 'Suspicion'.""}",Degree to which the turn exhibits 'Suspicion' (personality trait).,Suspicion | personality trait | Degree to which the turn exhibits 'Suspicion' (personality trait).,easy,medium,False,2026.06.0
K0258,Basophil count,facet,,,lifestyle_behavior,lifestyle_behavior,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Basophil count' never indicated."", ""-1"": ""Rare / minimal indication of 'Basophil count'."", ""0"": ""Unstated or moderate level of 'Basophil count'."", ""1"": ""Frequent / clear indication of 'Basophil count'."", ""2"": ""Very high / extreme 'Basophil count'.""}",Degree to which the turn reveals the frequency/amount of 'Basophil count' (lifestyle behavior).,Basophil count | lifestyle behavior | Degree to which the turn reveals the frequency/amount of 'Basophil count' (lifestyle behavior).,hard,medium,True,2026.06.0
K0259,Attachment avoidance score,facet,,,social_relational,social_relational,level_score,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Very low 'Attachment avoidance score'."", ""-1"": ""Below-average 'Attachment avoidance score'."", ""0"": ""Average or not evidenced 'Attachment avoidance score'."", ""1"": ""Above-average 'Attachment avoidance score'."", ""2"": ""Very high 'Attachment avoidance score'.""}",Degree to which the turn exhibits 'Attachment avoidance score' (social relational).,Attachment avoidance score | social relational | Degree to which the turn exhibits 'Attachment avoidance score' (social relational).,easy,medium,False,2026.06.0
K0260,Time Orientation End Points,category_header,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Time Orientation End Points'."", ""-1"": ""Mild lack of 'Time Orientation End Points'."", ""0"": ""'Time Orientation End Points' not expressed / neutral."", ""1"": ""Moderate 'Time Orientation End Points'."", ""2"": ""Strong, exemplary 'Time Orientation End Points'.""}",Degree to which the turn exhibits 'Time Orientation End Points' (personality trait).,Time Orientation End Points | personality trait | Degree to which the turn exhibits 'Time Orientation End Points' (personality trait).,medium,low,True,2026.06.0
K0261,Brazenness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Brazenness'."", ""-1"": ""Mild lack of 'Brazenness'."", ""0"": ""'Brazenness' not expressed / neutral."", ""1"": ""Moderate 'Brazenness'."", ""2"": ""Strong, exemplary 'Brazenness'.""}",Degree to which the turn exhibits 'Brazenness' (personality trait).,Brazenness | personality trait | Degree to which the turn exhibits 'Brazenness' (personality trait).,easy,medium,False,2026.06.0
K0262,Talkativeness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Talkativeness'."", ""-1"": ""Mild lack of 'Talkativeness'."", ""0"": ""'Talkativeness' not expressed / neutral."", ""1"": ""Moderate 'Talkativeness'."", ""2"": ""Strong, exemplary 'Talkativeness'.""}",Degree to which the turn exhibits 'Talkativeness' (personality trait).,Talkativeness | personality trait | Degree to which the turn exhibits 'Talkativeness' (personality trait).,easy,medium,False,2026.06.0
K0263,Equitableness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Equitableness'."", ""-1"": ""Mild lack of 'Equitableness'."", ""0"": ""'Equitableness' not expressed / neutral."", ""1"": ""Moderate 'Equitableness'."", ""2"": ""Strong, exemplary 'Equitableness'.""}",Degree to which the turn exhibits 'Equitableness' (personality trait).,Equitableness | personality trait | Degree to which the turn exhibits 'Equitableness' (personality trait).,easy,medium,False,2026.06.0
K0264,Ideas generated/day,facet,,,lifestyle_behavior,lifestyle_behavior,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Ideas generated/day' never indicated."", ""-1"": ""Rare / minimal indication of 'Ideas generated/day'."", ""0"": ""Unstated or moderate level of 'Ideas generated/day'."", ""1"": ""Frequent / clear indication of 'Ideas generated/day'."", ""2"": ""Very high / extreme 'Ideas generated/day'.""}",Degree to which the turn reveals the frequency/amount of 'Ideas generated/day' (lifestyle behavior).,Ideas generated/day | lifestyle behavior | Degree to which the turn reveals the frequency/amount of 'Ideas generated/day' (lifestyle behavior).,hard,medium,True,2026.06.0
K0265,Originality,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Originality'."", ""-1"": ""Mild lack of 'Originality'."", ""0"": ""'Originality' not expressed / neutral."", ""1"": ""Moderate 'Originality'."", ""2"": ""Strong, exemplary 'Originality'.""}",Degree to which the turn exhibits 'Originality' (personality trait).,Originality | personality trait | Degree to which the turn exhibits 'Originality' (personality trait).,easy,medium,False,2026.06.0
K0266,Fear of physical dangers,facet,,Fearfulness,emotion_affect,Fearfulness,qualitative_trait,negative,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Strong opposite of 'Fear of physical dangers' (very desirable here)."", ""-1"": ""Mild absence of 'Fear of physical dangers'."", ""0"": ""'Fear of physical dangers' not expressed in this turn."", ""1"": ""Moderate 'Fear of physical dangers' present."", ""2"": ""Strong, clear 'Fear of physical dangers' (undesirable).""}",Degree to which the turn exhibits 'Fear of physical dangers' (emotion affect).,Fear of physical dangers | Fearfulness | emotion affect | Degree to which the turn exhibits 'Fear of physical dangers' (emotion affect).,easy,medium,False,2026.06.0
K0267,Dance rehearsal hours/week,facet,,,lifestyle_behavior,lifestyle_behavior,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Dance rehearsal hours/week' never indicated."", ""-1"": ""Rare / minimal indication of 'Dance rehearsal hours/week'."", ""0"": ""Unstated or moderate level of 'Dance rehearsal hours/week'."", ""1"": ""Frequent / clear indication of 'Dance rehearsal hours/week'."", ""2"": ""Very high / extreme 'Dance rehearsal hours/week'.""}",Degree to which the turn reveals the frequency/amount of 'Dance rehearsal hours/week' (lifestyle behavior).,Dance rehearsal hours/week | lifestyle behavior | Degree to which the turn reveals the frequency/amount of 'Dance rehearsal hours/week' (lifestyle behavior).,hard,medium,True,2026.06.0
K0268,Mantra meditation,facet,561,Practice frequency,spiritual_religious,Practice frequency,qualitative_trait,neutral,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Mantra meditation'."", ""-1"": ""Mild lack of 'Mantra meditation'."", ""0"": ""'Mantra meditation' not expressed / neutral."", ""1"": ""Moderate 'Mantra meditation'."", ""2"": ""Strong, exemplary 'Mantra meditation'.""}",Degree to which the turn exhibits 'Mantra meditation' (spiritual religious).,Mantra meditation | Practice frequency | spiritual religious | Degree to which the turn exhibits 'Mantra meditation' (spiritual religious).,medium,high,False,2026.06.0
K0269,Public-transport km/week,facet,,,lifestyle_behavior,lifestyle_behavior,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Public-transport km/week' never indicated."", ""-1"": ""Rare / minimal indication of 'Public-transport km/week'."", ""0"": ""Unstated or moderate level of 'Public-transport km/week'."", ""1"": ""Frequent / clear indication of 'Public-transport km/week'."", ""2"": ""Very high / extreme 'Public-transport km/week'.""}",Degree to which the turn reveals the frequency/amount of 'Public-transport km/week' (lifestyle behavior).,Public-transport km/week | lifestyle behavior | Degree to which the turn reveals the frequency/amount of 'Public-transport km/week' (lifestyle behavior).,hard,medium,True,2026.06.0
K0270,Social Desirability Bias,facet,,,safety,safety,qualitative_trait,bipolar,observable,universal,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Social Desirability Bias'."", ""-1"": ""Mild lack of 'Social Desirability Bias'."", ""0"": ""'Social Desirability Bias' not expressed / neutral."", ""1"": ""Moderate 'Social Desirability Bias'."", ""2"": ""Strong, exemplary 'Social Desirability Bias'.""}",Degree to which the turn exhibits 'Social Desirability Bias' (safety).,Social Desirability Bias | safety | Degree to which the turn exhibits 'Social Desirability Bias' (safety).,easy,medium,False,2026.06.0
K0271,I Ching hexagram 43 resonance level,facet,761,,spiritual_religious,spiritual_religious,level_score,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Very low 'I Ching hexagram 43 resonance level'."", ""-1"": ""Below-average 'I Ching hexagram 43 resonance level'."", ""0"": ""Average or not evidenced 'I Ching hexagram 43 resonance level'."", ""1"": ""Above-average 'I Ching hexagram 43 resonance level'."", ""2"": ""Very high 'I Ching hexagram 43 resonance level'.""}",Degree to which the turn exhibits 'I Ching hexagram 43 resonance level' (spiritual religious).,I Ching hexagram 43 resonance level | spiritual religious | Degree to which the turn exhibits 'I Ching hexagram 43 resonance level' (spiritual religious).,hard,medium,True,2026.06.0
K0272,Disagreeableness,facet,,,personality_trait,personality_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Disagreeableness'."", ""-1"": ""Mild lack of 'Disagreeableness'."", ""0"": ""'Disagreeableness' not expressed / neutral."", ""1"": ""Moderate 'Disagreeableness'."", ""2"": ""Strong, exemplary 'Disagreeableness'.""}",Degree to which the turn exhibits 'Disagreeableness' (personality trait).,Disagreeableness | personality trait | Degree to which the turn exhibits 'Disagreeableness' (personality trait).,easy,medium,False,2026.06.0
K0273,Participation in Community Activities,facet,,,lifestyle_behavior,lifestyle_behavior,qualitative_trait,neutral,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Participation in Community Activities'."", ""-1"": ""Mild lack of 'Participation in Community Activities'."", ""0"": ""'Participation in Community Activities' not expressed / neutral."", ""1"": ""Moderate 'Participation in Community Activities'."", ""2"": ""Strong, exemplary 'Participation in Community Activities'.""}",Degree to which the turn exhibits 'Participation in Community Activities' (lifestyle behavior).,Participation in Community Activities | lifestyle behavior | Degree to which the turn exhibits 'Participation in Community Activities' (lifestyle behavior).,medium,medium,False,2026.06.0
